Symbol|Security Name|Market Category|Financial Status|Round Lot Size|ETF
ATYR|aTyr Pharma, Inc. - Common Stock|S|N|100|N
AUBN|Auburn National Bancorporation, Inc. - Common Stock|G|N|100|N
AUDC|AudioCodes Ltd. - Ordinary Shares|Q|N|100|N
AUID|authID Inc. - Common Stock|S|N|100|N
AUMI|Themes Gold Miners ETF|G|N|100|Y
AUPH|Aurinia Pharmaceuticals Inc - Common Shares|G|N|100|N
AUR|Aurora Innovation, Inc.  - Class A Common Stock|Q|N|100|N
AURA|Aura Biosciences, Inc. - Common Stock|G|N|100|N
AUROW|Aurora Innovation, Inc.  - Warrant|Q|N|100|N
AUTL|Autolus Therapeutics plc - American Depositary Shares|Q|N|100|N
AUUD|Auddia Inc. - Common Stock|S|N|100|N
AUUDW|Auddia Inc. - Warrants|S|N|100|N
AVAH|Aveanna Healthcare Holdings Inc. - Common Stock|Q|N|100|N
AVAV|AeroVironment, Inc. - Common Stock|Q|N|100|N
AVBP|ArriVent BioPharma, Inc. - Common Stock|G|N|100|N
AVDL|Avadel Pharmaceuticals plc - Ordinary Share|G|N|100|N
AVDX|AvidXchange Holdings, Inc. - Common Stock|Q|N|100|N
AVGB|Avantis Credit ETF|G|N|100|Y
AVGG|Leverage Shares 2X Long AVGO Daily ETF|G|N|100|Y
AVGO|Broadcom Inc. - Common Stock|Q|N|100|N
AVGX|Defiance Daily Target 2X Long AVGO ETF|G|N|100|Y
AVIR|Atea Pharmaceuticals, Inc. - common stock|Q|N|100|N
AVL|Direxion Daily AVGO Bull 2X Shares|G|N|100|Y
AVNW|Aviat Networks, Inc. - Common Stock|Q|N|100|N
AVO|Mission Produce, Inc. - Common Stock|Q|N|100|N
AVPT|AvePoint, Inc. - Class A Common Stock|Q|N|100|N
AVPTW|AvePoint, Inc. - Warrant|Q|N|100|N
AVR|Anteris Technologies Global Corp. - Common Stock|G|N|100|N
AVS|Direxion Daily AVGO Bear 1X Shares|G|N|100|Y
AVT|Avnet, Inc. - Common Stock|Q|N|100|N
AVTX|Avalo Therapeutics, Inc. - Common Stock|S|N|100|N
AVUQ|Avantis U.S. Quality ETF|G|N|100|Y
AVXC|Avantis Emerging Markets ex-China Equity ETF|G|N|100|Y
AVXL|Anavex Life Sciences Corp. - Common Stock|Q|N|100|N
AWRE|Aware, Inc. - Common Stock|G|N|100|N
AXGN|Axogen, Inc. - Common Stock|S|N|100|N
AXON|Axon Enterprise, Inc. - Common Stock|Q|N|100|N
AXSM|Axsome Therapeutics, Inc. - Common Stock|G|N|100|N
AXTI|AXT Inc - Common Stock|Q|N|100|N
AYRO|AYRO, Inc. - Common Stock|S|D|100|N
AYTU|Aytu BioPharma, Inc.  - Common Stock|S|N|100|N
AZ|A2Z Cust2Mate Solutions Corp. - Common Shares|S|N|100|N
AZI|Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares|G|N|100|N
AZN|AstraZeneca PLC - American Depositary Shares|Q|N|100|N
AZTA|Azenta, Inc. - Common Stock|Q|N|100|N
BABX|GraniteShares 2x Long BABA Daily ETF|G|N|100|Y
BACCU|Blue Acquisition Corp. - Unit|G|N|100|N
BACQ|Bleichroeder Acquisition Corp. I - Class A Ordinary Shares|G|N|100|N
BACQR|Bleichroeder Acquisition Corp. I - Right|G|N|100|N
BACQU|Bleichroeder Acquisition Corp. I - Unit|G|N|100|N
BAER|Bridger Aerospace Group Holdings, Inc. - Common Stock|G|N|100|N
BAERW|Bridger Aerospace Group Holdings, Inc. - Warrant|G|N|100|N
BAFE|Brown Advisory Flexible Equity ETF|G|N|100|Y
BAFN|BayFirst Financial Corp. - Common Stock|S|N|100|N
BAND|Bandwidth Inc. - Class A Common Stock|Q|N|100|N
BANF|BancFirst Corporation - Common Stock|Q|N|100|N
BANFP|BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities|Q|N|100|N
BANL|CBL International Limited - Ordinary Shares|S|N|100|N
BANR|Banner Corporation - Common Stock|Q|N|100|N
BANX|ArrowMark Financial Corp. - Closed End Fund|Q|D|100|N
BAOS|Baosheng Media Group Holdings Limited - Ordinary shares|S|N|100|N
BASE|Couchbase, Inc. - Common Stock|Q|N|100|N
BATRA|Atlanta Braves Holdings, Inc. - Series A Common Stock|Q|N|100|N
BATRK|Atlanta Braves Holdings, Inc. - Series C Common Stock|Q|N|100|N
BAYA|Bayview Acquisition Corp - Ordinary Share|G|N|100|N
BAYAR|Bayview Acquisition Corp - Right|G|N|100|N
BAYAU|Bayview Acquisition Corp - Unit|G|N|100|N
BBCP|Concrete Pumping Holdings, Inc.  - Common Stock|S|N|100|N
BBGI|Beasley Broadcast Group, Inc. - Class A Common Stock|S|N|100|N
BBH|VanEck Biotech ETF|G|N|100|Y
BBIO|BridgeBio Pharma, Inc. - Common Stock|Q|N|100|N
BBLG|Bone Biologics Corp - Common Stock|S|D|100|N
BBLGW|Bone Biologics Corp - warrants|S|N|100|N
BBNX|Beta Bionics, Inc. - Common Stock|G|N|100|N
BBSI|Barrett Business Services, Inc. - Common Stock|Q|N|100|N
BCAB|BioAtla, Inc. - Common Stock|G|D|100|N
BCAL|California BanCorp - Common Stock|S|N|100|N
BCAX|Bicara Therapeutics Inc. - Common Stock|G|N|100|N
BCBP|BCB Bancorp, Inc. (NJ) - Common Stock|G|N|100|N
BCDA|BioCardia, Inc. - Common Stock|S|D|100|N
BCG|Binah Capital Group, Inc. - Common Stock|G|N|100|N
BCGWW|Binah Capital Group, Inc. - Warrants|S|N|100|N
BCLI|Brainstorm Cell Therapeutics Inc. - Common Stock|S|D|100|N
BCLO|iShares BBB-B CLO Active ETF|G|N|100|Y
BCML|BayCom Corp - Common Stock|Q|N|100|N
BCPC|Balchem Corporation - Common Stock|Q|N|100|N
BCRX|BioCryst Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
BCTX|BriaCell Therapeutics Corp. - Common Shares|S|N|100|N
BCTXW|BriaCell Therapeutics Corp. - Warrant|S|N|100|N
BCTXZ|BriaCell Therapeutics Corp. - Warrant|S|N|100|N
BCYC|Bicycle Therapeutics plc - American Depositary Shares|Q|N|100|N
BDGS|Bridges Capital Tactical ETF|G|N|100|Y
BDMD|Baird Medical Investment Holdings Ltd - Ordinary Share|S|N|100|N
BDMDW|Baird Medical Investment Holdings Ltd - Warrant|S|N|100|N
BDRX|Biodexa Pharmaceuticals plc - American Depositary Shares|S|N|100|N
BDSX|Biodesix, Inc. - Common Stock|G|D|100|N
BDTX|Black Diamond Therapeutics, Inc. - Common Stock|Q|N|100|N
BEAG|Bold Eagle Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
BEAGR|Bold Eagle Acquisition Corp. - Right|G|N|100|N
BEAGU|Bold Eagle Acquisition Corp. - Units|G|N|100|N
BEAM|Beam Therapeutics Inc. - Common Stock|Q|N|100|N
BEAT|Heartbeam, Inc. - Common Stock|S|N|100|N
BEATW|Heartbeam, Inc. - Warrant|S|N|100|N
BEEM|Beam Global - Common Stock|S|N|100|N
BEEP|Mobile Infrastructure Corporation - Common Stock|G|N|100|N
BEEX|The Beehive ETF|G|N|100|Y
BEEZ|Honeytree U.S. Equity ETF|G|N|100|Y
BELFA|Bel Fuse Inc. - Class A Common Stock|Q|N|100|N
BELFB|Bel Fuse Inc. - Class B Common Stock|Q|N|100|N
BELT|iShares Long-Term U.S. Equity Active ETF|G|N|100|Y
BENF|Beneficient - Class A Common Stock|S|D|100|N
BENFW|Beneficient - Warrant|S|N|100|N
BETR|Better Home & Finance Holding Company - Class A Common Stock|G|N|100|N
BETRW|Better Home & Finance Holding Company - Warrant|G|N|100|N
BFC|Bank First Corporation - Common Stock|S|N|100|N
BFIN|BankFinancial Corporation - Common Stock|Q|N|100|N
BFRG|Bullfrog AI Holdings, Inc. - Common Stock|S|N|100|N
BFRGW|Bullfrog AI Holdings, Inc. - Warrants|S|N|100|N
BFRI|Biofrontera Inc. - Common Stock|S|D|100|N
BFRIW|Biofrontera Inc. - Warrants|S|D|100|N
BFST|Business First Bancshares, Inc. - Common Stock|Q|N|100|N
BGC|BGC Group, Inc. - Class A Common Stock|Q|N|100|N
BGFV|Big 5 Sporting Goods Corporation - Common Stock|Q|N|100|N
BGLC|BioNexus Gene Lab Corp - Common stock|S|N|100|N
BGM|BGM Group Ltd. - Class A Ordinary Shares|S|N|100|N
BGRN|iShares USD Green Bond ETF|G|N|100|Y
BGRO|iShares Large Cap Growth Active ETF|G|N|100|Y
BHAT|Blue Hat Interactive Entertainment Technology - Ordinary Shares|S|N|100|N
BHF|Brighthouse Financial, Inc. - Common Stock|Q|N|100|N
BHFAL|Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058|Q|N|100|N
BHFAM|Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D|Q|N|100|N
BHFAN|Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C|Q|N|100|N
BHFAO|Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B|Q|N|100|N
BHFAP|Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A|Q|N|100|N
BHRB|Burke & Herbert Financial Services Corp. - Common Stock|S|N|100|N
BHST|BioHarvest Sciences Inc. - Common Stock|G|N|100|N
BIAF|bioAffinity Technologies, Inc. - Common Stock|S|D|100|N
BIAFW|bioAffinity Technologies, Inc. - Warrant|S|D|100|N
BIB|ProShares Ultra Nasdaq Biotechnology|G|N|100|Y
BIDU|Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share|Q|N|100|N
BIGC|BigCommerce Holdings, Inc. - Series 1 Common Stock|G|N|100|N
BIIB|Biogen Inc. - Common Stock|Q|N|100|N
BILI|Bilibili Inc. - American Depositary Shares|Q|N|100|N
BIOA|BioAge Labs, Inc. - Common Stock|Q|N|100|N
BIOX|Bioceres Crop Solutions Corp. - Ordinary Shares|Q|N|100|N
BIRD|Allbirds, Inc. - Class A Common Stock|Q|N|100|N
BIS|ProShares UltraShort Nasdaq Biotechnology|G|N|100|Y
BITF|Bitfarms Ltd. - Common Stock|G|N|100|N
BITS|Global X Blockchain & Bitcoin Strategy ETF|G|N|100|Y
BIVI|BioVie Inc. - Common stock|S|N|100|N
BIYA|Baiya International Group Inc.  - Ordinary Shares|S|N|100|N
BJDX|Bluejay Diagnostics, Inc. - Common Stock|S|N|100|N
BJK|VanEck Gaming ETF|G|N|100|Y
BJRI|BJ's Restaurants, Inc. - Common Stock|Q|N|100|N
BKCH|Global X Blockchain ETF|G|N|100|Y
BKHA|Black Hawk Acquisition Corporation - Class A Ordinary Shares|G|N|100|N
BKHAR|Black Hawk Acquisition Corporation - Rights|G|N|100|N
BKHAU|Black Hawk Acquisition Corporation - Units|G|N|100|N
BKIV|BNY Mellon Innovators ETF|G|N|100|Y
BKNG|Booking Holdings Inc. - Common Stock|Q|N|100|N
BKR|Baker Hughes Company - Common Stock|Q|N|100|N
BKWO|BNY Mellon Women's Opportunities ETF|G|N|100|Y
BKYI|BIO-key International, Inc. - Common Stock|S|D|100|N
BL|BlackLine, Inc. - Common Stock|Q|N|100|N
BLBD|Blue Bird Corporation - Common Stock|G|N|100|N
BLBX|Blackboxstocks Inc. - Common Stock|S|N|100|N
BLCN|Siren Nasdaq NexGen Economy ETF|G|N|100|Y
BLCR|iShares Large Cap Core Active ETF|G|N|100|Y
BLDE|Blade Air Mobility, Inc. - Class A Common Stock|S|N|100|N
BLDEW|Blade Air Mobility, Inc. - Warrants|S|N|100|N
BLDP|Ballard Power Systems, Inc. - Common Shares|G|N|100|N
BLFS|BioLife Solutions, Inc. - Common Stock|S|N|100|N
BLFY|Blue Foundry Bancorp - Common Stock|Q|N|100|N
BLIN|Bridgeline Digital, Inc. - Common Stock|S|N|100|N
BLIV|BeLive Holdings - ordinary shares|S|N|100|N
BLKB|Blackbaud, Inc. - Common Stock|Q|N|100|N
BLMN|Bloomin' Brands, Inc. - Common Stock|Q|N|100|N
BLMZ|BloomZ Inc. - Ordinary Shares|S|D|100|N
BLNE|Beeline Holdings, Inc. - Common Stock|S|N|100|N
BLNK|Blink Charging Co. - Common Stock|S|D|100|N
BLRX|BioLineRx Ltd. - American Depositary Shares|S|N|100|N
BLTE|Belite Bio, Inc - American Depositary Shares|S|N|100|N
BLUWU|Blue Water Acquisition Corp. III - Unit.|G|N|100|N
BLZE|Backblaze, Inc. - Class A Common Stock|G|N|100|N
BMAX|REX Bitcoin Corporate Treasury Convertible Bond ETF|G|N|100|Y
BMBL|Bumble Inc. - common stock|Q|N|100|N
BMDL|VictoryShares WestEnd Economic Cycle Bond ETF|G|N|100|Y
BMEA|Biomea Fusion, Inc. - Common Stock|Q|D|100|N
BMGL|Basel Medical Group Ltd - ordinary shares|S|N|100|N
BMR|Beamr Imaging Ltd. - Ordinary Share|S|N|100|N
BMRA|Biomerica, Inc. - Common Stock|S|N|100|N
BMRC|Bank of Marin Bancorp - Common Stock|S|N|100|N
BMRN|BioMarin Pharmaceutical Inc. - Common Stock|Q|N|100|N
BNAI|Brand Engagement Network Inc. - Common Stock|S|D|100|N
BNAIW|Brand Engagement Network Inc. - Warrant|S|N|100|N
BND|Vanguard Total Bond Market ETF|G|N|100|Y
BNDW|Vanguard Total World Bond ETF|G|N|100|Y
BNDX|Vanguard Total International Bond ETF|G|N|100|Y
BNGO|Bionano Genomics, Inc. - Common Stock|S|N|100|N
BNR|Burning Rock Biotech Limited - American Depositary Shares|G|N|100|N
BNRG|Brenmiller Energy Ltd - Ordinary Shares|S|N|100|N
BNTC|Benitec Biopharma Inc. - Common Stock|S|N|100|N
BNTX|BioNTech SE - American Depositary Shares|Q|N|100|N
BNZI|Banzai International, Inc. - Class A Common Stock|S|N|100|N
BNZIW|Banzai International, Inc. - Warrant|S|N|100|N
BOED|Direxion Daily BA Bear 1X Shares|G|N|100|Y
BOEG|Leverage Shares 2X Long BA Daily ETF|G|N|100|Y
BOEU|Direxion Daily BA Bull 2X Shares|G|N|100|Y
BOF|BranchOut Food Inc. - Common Stock|S|N|100|N
BOKF|BOK Financial Corporation - Common Stock|Q|N|100|N
BOLD|Boundless Bio, Inc. - Common Stock|Q|N|100|N
BOLT|Bolt Biotherapeutics, Inc. - Common Stock|S|D|100|N
BON|Bon Natural Life Limited - Class A Ordinary Shares|S|D|100|N
BOOM|DMC Global Inc. - Common Stock|Q|N|100|N
BOSC|B.O.S. Better Online Solutions - Ordinary Shares|S|N|100|N
BOTJ|Bank of the James Financial Group, Inc. - Common Stock|S|N|100|N
BOTT|Themes Robotics & Automation ETF|G|N|100|Y
BOTZ|Global X Robotics & Artificial Intelligence ETF|G|N|100|Y
BOWN|Bowen Acquisition Corp - Ordinary Shares|G|E|100|N
BOWNR|Bowen Acquisition Corp - Rights|G|E|100|N
BOWNU|Bowen Acquisition Corp - Unit|G|E|100|N
BOXL|Boxlight Corporation - Class A Common Stock|S|D|100|N
BPMC|Blueprint Medicines Corporation - Common Stock|Q|N|100|N
BPOP|Popular, Inc. - Common Stock|Q|N|100|N
BPOPM|Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities|Q|N|100|N
BPRN|Princeton Bancorp, Inc. - Common Stock|Q|N|100|N
BPYPM|Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1|Q|N|100|N
BPYPN|Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3|Q|N|100|N
BPYPO|Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2|Q|N|100|N
BPYPP|Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units|Q|N|100|N
BRAG|Bragg Gaming Group Inc. - Common Shares|Q|N|100|N
BREA|Brera Holdings PLC - Class B Ordinary Shares|S|D|100|N
BRFH|Barfresh Food Group Inc. - Common Stock|S|N|100|N
BRHY|iShares High Yield Active ETF|G|N|100|Y
BRID|Bridgford Foods Corporation - Common Stock|G|N|100|N
BRKD|Direxion Daily BRKB Bear 1X Shares|G|N|100|Y
BRKL|Brookline Bancorp, Inc. - Common Stock|Q|N|100|N
BRKR|Bruker Corporation - Common Stock|Q|N|100|N
BRKU|Direxion Daily BRKB Bull 2X Shares|G|N|100|Y
BRLS|Borealis Foods Inc. - Class A Common Shares|S|N|100|N
BRLSW|Borealis Foods Inc. - Warrant|S|N|100|N
BRLT|Brilliant Earth Group, Inc. - Class A Common Stock|G|N|100|N
BRNS|Barinthus Biotherapeutics plc - American Depositary Shares|G|N|100|N
BRNY|Burney U.S. Factor Rotation ETF|G|N|100|Y
BROG|Brooge Energy Limited  - Ordinary Shares|S|N|100|N
BRRR|Coinshares Valkyrie Bitcoin Fund|G|N|100|Y
BRTR|iShares Total Return Active ETF|G|N|100|Y
BRTX|BioRestorative Therapies, Inc. - Common Stock|S|N|100|N
BRY|Berry Corporation (bry) - Common Stock|Q|N|100|N
BRZE|Braze, Inc. - Class A Common Stock|Q|N|100|N
BSAAU|BEST SPAC I Acquisition Corp. - Unit|S|N|100|N
BSBK|Bogota Financial Corp. - Common Stock|S|N|100|N
BSCP|Invesco BulletShares 2025 Corporate Bond ETF|G|N|100|Y
BSCQ|Invesco BulletShares 2026 Corporate Bond ETF|G|N|100|Y
BSCR|Invesco BulletShares 2027 Corporate Bond ETF|G|N|100|Y
BSCS|Invesco BulletShares 2028 Corporate Bond ETF|G|N|100|Y
BSCT|Invesco BulletShares 2029 Corporate Bond ETF|G|N|100|Y
BSCU|Invesco BulletShares 2030 Corporate Bond ETF|G|N|100|Y
BSCV|Invesco BulletShares 2031 Corporate Bond ETF|G|N|100|Y
BSCW|Invesco BulletShares 2032 Corporate Bond ETF|G|N|100|Y
BSCX|Invesco BulletShares 2033 Corporate Bond ETF|G|N|100|Y
BSCY|Invesco BulletShares 2034 Corporate Bond ETF|G|N|100|Y
BSCZ|Invesco BulletShares 2035 Corporate Bond ETF|G|N|100|Y
BSET|Bassett Furniture Industries, Incorporated - Common Stock|Q|N|100|N
BSGM|BioSig Technologies, Inc. - Common Stock|S|N|100|N
BSJP|Invesco BulletShares 2025 High Yield Corporate Bond ETF|G|N|100|Y
BSJQ|Invesco BulletShares 2026 High Yield Corporate Bond ETF|G|N|100|Y
BSJR|Invesco BulletShares 2027 High Yield Corporate Bond ETF|G|N|100|Y
BSJS|Invesco BulletShares 2028 High Yield Corporate Bond ETF|G|N|100|Y
BSJT|Invesco BulletShares 2029 High Yield Corporate Bond ETF|G|N|100|Y
BSJU|Invesco BulletShares 2030 High Yield Corporate Bond ETF|G|N|100|Y
BSJV|Invesco BulletShares 2031 High Yield Corporate Bond ETF|G|N|100|Y
BSJW|Invesco BulletShares 2032 High Yield Corporate Bond ETF|G|N|100|Y
BSJX|Invesco BulletShares 2033 High Yield Corporate Bond ETF|G|N|100|Y
BSLK|Bolt Projects Holdings, Inc. - Common Stock|G|D|100|N
BSLKW|Bolt Projects Holdings, Inc. - Warrant|S|D|100|N
BSMP|Invesco BulletShares 2025 Municipal Bond ETF|G|N|100|Y
BSMQ|Invesco BulletShares 2026 Municipal Bond ETF|G|N|100|Y
BSMR|Invesco BulletShares 2027 Municipal Bond ETF|G|N|100|Y
BSMS|Invesco BulletShares 2028 Municipal Bond ETF|G|N|100|Y
BSMT|Invesco BulletShares 2029 Municipal Bond ETF|G|N|100|Y
BSMU|Invesco BulletShares 2030 Municipal Bond ETF|G|N|100|Y
BSMV|Invesco BulletShares 2031 Municipal Bond ETF|G|N|100|Y
BSMW|Invesco BulletShares 2032 Municipal Bond ETF|G|N|100|Y
BSMY|Invesco BulletShares 2034 Municipal Bond ETF|G|N|100|Y
BSRR|Sierra Bancorp - Common Stock|Q|N|100|N
BSSX|Invesco BulletShares 2033 Municipal Bond ETF|G|N|100|Y
BSVN|Bank7 Corp. - Common stock|Q|N|100|N
BSVO|EA Bridgeway Omni Small-Cap Value ETF|G|N|100|Y
BSY|Bentley Systems, Incorporated - Class B Common Stock|Q|N|100|N
BTAI|BioXcel Therapeutics, Inc. - Common Stock|S|D|100|N
BTBD|BT Brands, Inc. - Common Stock|S|N|100|N
BTBDW|BT Brands, Inc. - Warrant|S|N|100|N
BTBT|Bit Digital, Inc. - Ordinary Share|S|N|100|N
BTCS|BTCS Inc. - Common Stock|S|N|100|N
BTCT|BTC Digital Ltd. - Ordinary Shares|S|N|100|N
BTDR|Bitdeer Technologies Group - Ordinary Shares|S|N|100|N
BTF|CoinShares Valkyrie Bitcoin and Ether Strategy ETF|G|N|100|Y
BTFX|CoinShares Valkyrie Bitcoin Futures Leveraged Strategy ETF|G|N|100|Y
BTGD|STKd 100% Bitcoin & 100% Gold ETF|G|N|100|Y
BTM|Bitcoin Depot Inc. - Class A Common Stock|S|N|100|N
BTMD|Biote Corp. - Class A common stock|G|N|100|N
BTMWW|Bitcoin Depot Inc. - Warrant|S|N|100|N
BTOC|Armlogi Holding Corp. - common stock|G|N|100|N
BTOG|Bit Origin Limited - Class A Ordinary Shares|S|D|100|N
BTSG|BrightSpring Health Services, Inc. - Common Stock|Q|N|100|N
BTSGU|BrightSpring Health Services, Inc. - Tangible Equity Unit|Q|N|100|N
BUFC|AB Conservative Buffer ETF|G|N|100|Y
BUFI|AB International Buffer ETF|G|N|100|Y
BUFM|AB Moderate Buffer ETF|G|N|100|Y
BUG|Global X Cybersecurity ETF|G|N|100|Y
BULD|Pacer BlueStar Engineering the Future ETF|G|N|100|Y
BULL|Webull Corporation - Class A Ordinary Shares|S|N|100|N
BULLW|Webull Corporation - Warrants|S|N|100|N
BULLZ|Webull Corporation - Incentive Warrant|S|N|100|N
BUSE|First Busey Corporation - Common Stock|Q|N|100|N
BUSEP|First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value|Q|N|100|N
BVFL|BV Financial, Inc. - Common Stock|S|N|100|N
BVS|Bioventus Inc. - Class A Common Stock|Q|N|100|N
BWAY|BrainsWay Ltd. - American Depositary Shares|G|N|100|N
BWB|Bridgewater Bancshares, Inc. - Common Stock|S|N|100|N
BWBBP|Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A|S|N|100|N
BWEN|Broadwind, Inc. - Common Stock|S|N|100|N
BWFG|Bankwell Financial Group, Inc. - Common Stock|G|N|100|N
BWIN|The Baldwin Insurance Group, Inc. - Class A Common Stock|Q|N|100|N
BWMN|Bowman Consulting Group Ltd. - Common Stock|G|N|100|N
BYFC|Broadway Financial Corporation - Class A Common Stock|S|E|100|N
BYND|Beyond Meat, Inc. - Common stock|Q|N|100|N
BYRN|Byrna Technologies, Inc. - Common Stock|S|N|100|N
BYSI|BeyondSpring, Inc. - Ordinary Shares|S|N|100|N
BZ|KANZHUN LIMITED - American Depository Shares|Q|N|100|N
BZAI|Blaize Holdings, Inc. - Common Stock|G|N|100|N
BZAIW|Blaize Holdings, Inc. - Warrant|S|N|100|N
BZFD|BuzzFeed, Inc. - Class A Common Stock|S|N|100|N
BZFDW|BuzzFeed, Inc. - Warrant|S|N|100|N
BZUN|Baozun Inc. - American Depositary Shares|Q|N|100|N
CA|Xtrackers California Municipal Bonds ETF|G|N|100|Y
CAAS|China Automotive Systems, Inc. - Common Stock|S|N|100|N
CABA|Cabaletta Bio, Inc. - Common Stock|Q|N|100|N
CAC|Camden National Corporation - Common Stock|Q|N|100|N
CACC|Credit Acceptance Corporation - Common Stock|Q|N|100|N
CADL|Candel Therapeutics, Inc. - Common Stock|G|N|100|N
CAFG|Pacer US Small Cap Cash Cows Growth Leaders ETF|G|N|100|Y
CAKE|The Cheesecake Factory Incorporated - Common Stock|Q|N|100|N
CALC|CalciMedica, Inc. - Common Stock|S|N|100|N
CALI|iShares Short-Term California Muni Active ETF|G|N|100|Y
CALM|Cal-Maine Foods, Inc. - Common Stock|Q|N|100|N
CAMP|CAMP4 Therapeutics Corporation - Common Stock|G|N|100|N
CAMT|Camtek Ltd. - Ordinary Shares|G|N|100|N
CAN|Canaan Inc. - American Depositary Shares|G|D|100|N
CANC|Tema Oncology ETF|G|N|100|Y
CANQ|Calamos Nasdaq Equity & Income ETF|G|N|100|Y
CAPN|Cayson Acquisition Corp - Ordinary Shares|G|N|100|N
CAPNR|Cayson Acquisition Corp - Right|G|N|100|N
CAPNU|Cayson Acquisition Corp - Units|G|N|100|N
CAPR|Capricor Therapeutics, Inc. - Common Stock|S|N|100|N
CAPS|Capstone Holding Corp. - Common Stock|S|N|100|N
CAPT|Captivision Inc. - Ordinary Shares|G|H|100|N
CAPTW|Captivision Inc. - Warrant|S|E|100|N
CAR|Avis Budget Group, Inc. - Common Stock|Q|N|100|N
CARE|Carter Bankshares, Inc. - Common Stock|Q|N|100|N
CARG|CarGurus, Inc. - Class A Common Stock|Q|N|100|N
CARM|Carisma Therapeutics, Inc. - Common Stock|S|D|100|N
CART|Maplebear Inc. - Common Stock|Q|N|100|N
CARV|Carver Bancorp, Inc. - Common Stock|S|N|100|N
CARY|Angel Oak Income ETF|G|N|100|Y
CARZ|First Trust S-Network Electric & Future Vehicle Ecosystem ETF|G|N|100|Y
CASH|Pathward Financial, Inc. - Common Stock|Q|E|100|N
CASI|CASI Pharmaceuticals, Inc. - Ordinary Shares|S|D|100|N
CASK|Heritage Distilling Holding Company, Inc. - Common Stock|S|D|100|N
CASS|Cass Information Systems, Inc - Common Stock|Q|N|100|N
CASY|Caseys General Stores, Inc. - Common Stock|Q|N|100|N
CATH|Global X S&P 500 Catholic Values ETF|G|N|100|Y
CATY|Cathay General Bancorp - Common Stock|Q|N|100|N
CBAT|CBAK Energy Technology, Inc. - Common Stock|S|D|100|N
CBFV|CB Financial Services, Inc. - Common Stock|G|N|100|N
CBIO|Crescent Biopharma, Inc. - Common Stock|S|D|100|N
CBLL|CeriBell, Inc. - Common Stock|Q|N|100|N
